"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.02","51.11","CALGARY INT'L A","3031093","1881-01","1881","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-02","1881","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-03","1881","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-04","1881","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-05","1881","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-06","1881","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-07","1881","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-08","1881","08","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-09","1881","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-10","1881","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-11","1881","11","1.3","","-10.6","","-4.7","","12.2","S","-27.2","","0.0","T","10.2","","10.2","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1881-12","1881","12","0.4","","-14.8","","-7.2","","12.8","","-30.6","","0.0","","9.1","","9.1","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-01","1882","01","-4.1","","-18.6","","-11.4","","","","","","0.0","","18.0","","18.0","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-02","1882","02","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-03","1882","03","-1.3","","-14.9","","-8.1","","","","","","0.0","","30.0","","30.0","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-04","1882","04","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-05","1882","05","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-06","1882","06","20.8","","7.4","","14.1","","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-07","1882","07","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-08","1882","08","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-09","1882","09","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-10","1882","10","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-11","1882","11","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1882-12","1882","12","","M","","M","","M","","","","","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-01","1883","01","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-02","1883","02","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-03","1883","03","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-04","1883","04","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-05","1883","05","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-06","1883","06","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-07","1883","07","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-08","1883","08","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-09","1883","09","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-10","1883","10","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-11","1883","11","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1883-12","1883","12","","","","","","","","","","","","","","","","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-01","1884","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-02","1884","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-03","1884","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-04","1884","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-05","1884","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-06","1884","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-07","1884","07","19.4","","7.1","","13.3","","26.7","","-0.6","","139.4","","0.0","","139.4","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-08","1884","08","21.6","","6.8","","14.2","","30.0","S","1.1","","53.8","","0.0","","53.8","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-09","1884","09","13.3","","-0.1","","6.6","","22.2","","-8.3","","58.7","","0.0","","58.7","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-10","1884","10","10.7","","-4.1","","3.3","","21.1","","-12.2","","0.0","T","0.8","","0.8","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-11","1884","11","7.2","","-6.3","","0.5","","18.9","S","-23.9","","0.0","","16.5","","16.5","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1884-12","1884","12","-9.7","","-21.9","","-15.8","","12.2","","-39.4","","0.0","","8.6","","8.6","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-01","1885","01","-4.3","","-20.8","","-12.6","","11.1","","-37.2","","0.0","","16.5","","16.5","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-02","1885","02","-0.4","","-15.4","","-7.9","","13.9","S","-31.1","","6.4","","18.0","","24.4","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-03","1885","03","11.9","","-4.3","","3.8","","21.1","","-12.2","","2.8","","18.5","","21.3","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-04","1885","04","12.1","","-3.3","","4.4","","22.2","S","-15.0","","1.3","","11.2","","12.4","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-05","1885","05","17.4","","1.1","","9.3","","23.3","S","-8.9","","9.7","","0.8","","10.4","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-06","1885","06","21.2","","5.5","","13.4","","29.4","","0.6","","54.6","","0.0","","54.6","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-07","1885","07","21.0","","6.6","","13.8","","29.4","","0.0","","94.0","","0.0","","94.0","","","","","","",""
"-114.02","51.11","CALGARY INT'L A","3031093","1885-08","1885","08","21.3","","6.5","","13.9","","30.6","","1.7","S","77.7","","0.0","","77.7","","","","","","",""
