"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-01","1892","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-02","1892","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-03","1892","03","-3.8","","-19.9","","-11.9","","3.9","S","-39.4","","0.0","","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-04","1892","04","3.4","","-7.1","","-1.9","","16.7","","-19.4","","0.0","","17.8","","17.8","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-05","1892","05","13.1","","-1.3","","5.9","","24.4","","-10.6","","20.8","","0.0","","20.8","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-06","1892","06","20.8","","6.5","","13.7","","28.3","","-1.1","","34.0","","0.0","","34.0","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-07","1892","07","26.3","","10.0","","18.2","","36.1","","4.4","","47.2","","0.0","","47.2","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-08","1892","08","24.7","","9.2","","17.0","","33.9","","3.3","","85.3","","0.0","","85.3","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-09","1892","09","21.1","","5.2","","13.2","","30.0","","-4.4","","28.4","","0.0","","28.4","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-10","1892","10","15.1","","-1.1","","7.0","","27.8","","-10.6","","2.5","","0.0","","2.5","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-11","1892","11","-2.6","","-14.1","","-8.4","","13.9","","-33.9","","11.4","","30.0","","41.4","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1892-12","1892","12","-12.9","","-24.5","","-18.7","","","M","","M","0.0","","0.0","T","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-01","1893","01","-14.5","","-24.2","","-19.4","","4.4","","-48.9","","0.0","","40.6","","40.6","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-02","1893","02","-19.5","","-29.8","","-24.7","","-1.7","","-50.0","","0.0","","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-03","1893","03","-8.6","","-26.0","","-17.3","","2.8","S","-38.9","S","0.0","","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-04","1893","04","-1.1","","-15.6","","-8.4","","6.1","","-28.3","","0.0","","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-05","1893","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-06","1893","06","22.1","","3.6","","12.9","","","M","","M","67.3","","0.0","","67.3","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-07","1893","07","24.2","","8.1","","16.2","","","M","","M","77.5","","0.0","","77.5","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-08","1893","08","26.0","","7.7","","16.9","","","M","","M","69.9","","0.0","","69.9","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-09","1893","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-10","1893","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-11","1893","11","-1.2","","-17.1","","-9.2","","","M","","M","0.0","","10.2","","10.2","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1893-12","1893","12","-10.7","","-27.5","","-19.1","","12.8","S","-42.2","","0.0","","30.5","","30.5","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1894-01","1894","01","","M","","M","","M","","M","","M","0.0","","7.6","","7.6","","","","","","",""
"-106.72","52.17","SASKATOON DIEFENBAKER INT'L A","4057120","1894-02","1894","02","-11.7","","-24.1","","-17.9","","","M","","M","0.0","","","M","","M","","","","","",""
