"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-01","1940","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-02","1940","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-03","1940","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-04","1940","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-05","1940","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-06","1940","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-07","1940","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-08","1940","08","25.3","","14.2","","19.8","","31.7","S","3.3","","196.3","","0.0","","196.3","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-09","1940","09","20.3","","9.8","","15.1","","29.4","","2.2","","71.6","","0.0","","71.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-10","1940","10","13.3","","3.6","","8.5","","23.3","","-4.4","","54.1","","2.3","","56.4","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-11","1940","11","5.7","","-0.8","","2.5","","18.3","","-6.7","","66.0","","43.9","","110.0","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1940-12","1940","12","1.0","","-5.5","","-2.3","","8.9","","-17.2","","43.4","","26.2","","69.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-01","1941","01","-2.2","","-9.4","","-5.8","","4.4","","-22.8","","17.3","","27.2","","44.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-02","1941","02","-2.5","","-9.3","","-5.9","","6.1","","-17.2","","4.8","","25.7","","30.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-03","1941","03","0.9","","-7.6","","-3.4","","12.2","","-14.4","","21.6","","16.3","","37.8","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-04","1941","04","16.6","","2.7","","9.7","","28.9","","-3.9","S","60.2","","0.0","","60.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-05","1941","05","21.1","","7.4","","14.3","","31.7","S","0.0","S","44.5","","0.0","","44.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-06","1941","06","26.0","","12.6","","19.3","","33.9","","5.0","","62.0","","0.0","","62.0","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-07","1941","07","28.2","","15.3","","21.8","","36.7","","7.8","","58.9","","0.0","","58.9","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-08","1941","08","25.3","","12.7","","19.0","","33.9","","3.3","","56.9","","0.0","","56.9","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-09","1941","09","23.6","","10.7","","17.2","","32.2","","0.6","","25.9","","0.0","","25.9","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-10","1941","10","15.5","","5.7","","10.6","","26.1","S","-2.2","","121.2","","0.0","T","121.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-11","1941","11","7.9","","0.1","","4.0","","17.8","S","-6.1","","52.8","","6.6","","59.4","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1941-12","1941","12","2.8","","-3.7","","-0.5","","16.7","","-13.9","","37.6","","21.6","","59.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-01","1942","01","-1.9","","-9.3","","-5.6","","7.2","","-23.3","","47.5","","10.7","","58.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-02","1942","02","-4.4","","-10.9","","-7.7","","2.2","","-19.4","","11.2","","55.9","","67.1","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-03","1942","03","4.5","","-1.9","","1.3","","14.4","","-6.1","","101.1","","15.5","","116.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-04","1942","04","15.4","","3.5","","9.5","","28.3","","-3.3","S","36.3","","3.3","","39.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-05","1942","05","18.8","","8.8","","13.8","","30.0","","0.6","S","156.2","","0.0","","156.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-06","1942","06","24.1","","13.5","","18.8","","30.6","","6.1","","53.3","","0.0","","53.3","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-07","1942","07","25.8","","14.7","","20.3","","34.4","","7.2","","151.4","","0.0","","151.4","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-08","1942","08","25.1","","14.2","","19.7","","31.1","","3.9","","47.2","","0.0","","47.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-09","1942","09","20.4","","9.6","","15.0","","29.4","","-2.2","","119.1","","0.0","T","119.1","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-10","1942","10","14.3","","4.7","","9.5","","22.8","","-5.6","","85.9","","0.0","T","85.9","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-11","1942","11","6.8","","-1.4","","2.7","","16.7","","-16.7","","80.5","","37.1","","117.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1942-12","1942","12","-1.9","","-8.7","","-5.3","","3.3","","-27.2","","34.5","","46.7","","81.3","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-01","1943","01","-3.9","","-12.0","","-8.0","","4.4","","-22.8","","3.6","","87.4","","90.9","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-02","1943","02","-0.3","","-9.2","","-4.8","","10.0","","-28.9","","30.0","","49.5","","79.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-03","1943","03","3.6","","-6.8","","-1.6","","23.3","","-22.8","","77.7","","16.0","","93.7","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-04","1943","04","7.5","","-1.4","","3.1","","21.1","","-7.8","","42.7","","20.3","","63.0","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-05","1943","05","16.7","","7.2","","12.0","","25.6","","-2.2","","119.4","","0.0","","119.4","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-06","1943","06","26.1","","15.1","","20.6","","33.3","","8.9","S","208.3","","0.0","","208.3","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-07","1943","07","26.8","","15.2","","21.0","","30.0","S","8.3","","94.2","","0.0","","94.2","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-08","1943","08","26.0","","14.4","","20.2","","31.7","","8.3","","78.0","","0.0","","78.0","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-09","1943","09","20.5","","9.1","","14.8","","31.7","","-0.6","","44.5","","0.0","","44.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-10","1943","10","13.7","","2.8","","8.3","","25.0","","-2.2","","60.7","","6.9","","67.6","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-11","1943","11","5.3","","-1.3","","2.0","","18.3","","-8.3","","31.2","","19.3","","50.5","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1943-12","1943","12","-0.3","","-7.9","","-4.1","","6.1","","-20.6","","9.7","","24.6","","34.3","","","","","","",""
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","1944-01","1944","01","0.7","","-6.6","","-3.0","","13.9","","-17.2","S","16.0","","19.1","","35.1","","","","","","",""
