"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-64.68","46.11","MONCTON A","8103200","1939-01","1939","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-02","1939","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-03","1939","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-04","1939","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-05","1939","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-06","1939","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-07","1939","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-08","1939","08","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-09","1939","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-10","1939","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-11","1939","11","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1939-12","1939","12","-0.9","","-7.9","","-4.4","","13.3","","-18.9","","31.0","","55.9","","86.9","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-01","1940","01","-6.5","","-15.1","","-10.8","","0.6","S","-25.0","","0.0","","26.2","","26.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-02","1940","02","-2.8","","-12.9","","-7.9","","4.4","","-23.9","","0.0","","62.0","","62.0","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-03","1940","03","0.1","","-7.4","","-3.7","","6.1","","-23.3","","36.8","","63.8","","100.6","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-04","1940","04","5.9","","-2.4","","1.8","","20.0","","-8.9","","25.1","","35.6","","60.7","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-05","1940","05","15.1","","4.5","","9.8","","28.3","","-2.8","","67.6","","0.0","","67.6","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-06","1940","06","18.6","","8.8","","13.7","","25.0","","3.3","S","61.2","","0.0","","61.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-07","1940","07","24.4","","12.3","","18.4","","31.1","","8.3","S","90.7","","0.0","","90.7","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-08","1940","08","24.4","","9.8","","17.1","","31.7","S","2.2","","36.3","","0.0","","36.3","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-09","1940","09","18.2","","8.5","","13.4","","25.0","","-1.1","","264.4","","0.0","","264.4","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-10","1940","10","10.5","","0.1","","5.3","","22.8","","-8.9","","44.5","","14.5","","58.9","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-11","1940","11","5.1","","-2.8","","1.2","","13.9","","-15.0","","104.4","","21.8","","126.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1940-12","1940","12","-1.6","","-11.6","","-6.6","","7.8","S","-25.0","","32.0","","28.7","","60.7","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-01","1941","01","-6.0","","-14.4","","-10.2","","1.7","","-25.0","","0.8","","135.1","","135.9","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-02","1941","02","-1.3","","-10.2","","-5.8","","6.1","","-23.3","","2.5","","26.7","","29.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-03","1941","03","0.5","","-8.1","","-3.8","","11.1","","-18.3","","15.2","","56.4","","71.6","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-04","1941","04","8.4","","-1.2","","3.6","","20.0","","-8.3","","40.4","","1.3","","41.7","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-05","1941","05","14.8","","3.7","","9.3","","25.6","","-3.3","","175.5","","0.0","","175.5","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-06","1941","06","19.8","","8.9","","14.4","","33.3","","2.8","","88.1","","0.0","","88.1","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-07","1941","07","25.1","","13.8","","19.5","","32.2","","8.3","","124.2","","0.0","","124.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-08","1941","08","20.6","","10.9","","15.8","","27.8","","3.9","S","149.9","","0.0","","149.9","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-09","1941","09","17.8","","7.7","","12.8","","27.8","","-1.1","","69.3","","0.0","","69.3","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-10","1941","10","11.9","","2.5","","7.2","","19.4","S","-6.1","","121.7","","2.5","","124.2","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-11","1941","11","6.1","","-2.1","","2.0","","18.9","","-12.2","","80.5","","10.2","","90.7","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1941-12","1941","12","-0.1","","-8.4","","-4.3","","8.9","","-20.6","","32.0","","55.6","","87.6","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1942-01","1942","01","-3.5","","-14.6","","-9.1","","8.3","","-28.3","","32.5","","83.1","","115.6","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1942-02","1942","02","-4.4","","-11.5","","-8.0","","3.3","","-23.9","","29.0","","71.9","","100.8","","","","","","",""
"-64.68","46.11","MONCTON A","8103200","1942-03","1942","03","3.2","","-3.4","","-0.1","","9.4","","-8.9","","89.7","","53.8","","143.5","","","","","","",""
