"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-52.74","47.62","ST JOHN'S A","8403506","1942-01","1942","01","0.1","","-8.4","","-4.2","","8.3","","-16.1","S","197.9","","25.7","","223.5","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-02","1942","02","-0.7","","-5.8","","-3.3","","3.9","","-15.0","","66.5","","117.1","","183.6","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-03","1942","03","1.6","","-3.5","","-1.0","","6.7","","-11.7","","48.5","","24.6","","73.2","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-04","1942","04","4.5","","-2.4","","1.1","","21.7","","-13.9","","106.4","","11.7","","118.1","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-05","1942","05","11.8","","1.7","","6.8","","23.3","","-1.1","","73.7","","0.0","","73.7","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-06","1942","06","13.9","","4.3","","9.1","","23.3","","-0.6","S","83.3","","0.0","","83.3","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-07","1942","07","20.2","","11.7","","16.0","","25.6","","6.7","","94.7","","0.0","","94.7","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-08","1942","08","20.8","","11.6","","16.2","","25.6","S","5.0","","22.6","","0.0","","22.6","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-09","1942","09","17.8","","9.4","","13.6","","25.6","S","4.4","","30.2","","0.0","","30.2","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-10","1942","10","12.4","","4.2","","8.3","","17.2","S","-1.7","","226.6","","0.0","","226.6","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-11","1942","11","6.4","","-0.6","","2.9","","18.3","","-8.3","","139.7","","0.0","T","139.7","","","","","","",""
"-52.74","47.62","ST JOHN'S A","8403506","1942-12","1942","12","-1.1","","-7.7","","-4.4","","10.6","","-17.2","","117.3","","78.5","","195.8","","","","","","",""
