"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-01","1943","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-02","1943","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-03","1943","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-04","1943","04","4.3","","-5.1","","-0.4","","12.8","S","-16.7","","37.1","","46.5","","83.6","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-05","1943","05","16.9","","4.1","","10.5","","27.2","","-3.3","","88.4","","7.1","","95.5","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-06","1943","06","22.3","","10.6","","16.5","","31.7","","3.3","","157.2","","0.0","","157.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-07","1943","07","26.6","","13.9","","20.3","","32.8","S","6.7","","109.0","","0.0","","109.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-08","1943","08","22.9","","12.7","","17.8","","28.9","","7.2","S","156.0","","0.0","","156.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-09","1943","09","19.3","","7.4","","13.4","","28.3","","-0.6","","29.5","","0.0","","29.5","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-10","1943","10","12.2","","3.5","","7.9","","23.3","","-3.9","","143.5","","0.0","","143.5","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-11","1943","11","3.6","","-3.3","","0.2","","13.3","","-16.7","","90.7","","18.0","","108.7","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1943-12","1943","12","-6.9","","-16.7","","-11.8","","2.8","","-31.7","","2.3","","101.1","","103.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-01","1944","01","-5.6","","-13.6","","-9.6","","3.9","","-26.1","","5.1","","51.3","","56.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-02","1944","02","-6.2","","-16.8","","-11.5","","2.2","","-30.6","","0.0","","96.3","","96.3","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-03","1944","03","-1.4","","-12.2","","-6.8","","8.9","","-24.4","","6.4","","105.7","","112.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-04","1944","04","6.9","","-3.6","","1.7","","21.1","","-11.1","","9.9","","22.4","","32.3","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-05","1944","05","20.4","","6.7","","13.6","","31.1","S","-2.8","","38.4","","0.0","","38.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-06","1944","06","22.6","","11.1","","16.9","","33.3","","1.1","","65.8","","0.0","","65.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-07","1944","07","25.7","","13.7","","19.7","","33.3","","6.1","","117.3","","0.0","","117.3","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-08","1944","08","26.3","","14.2","","20.3","","33.3","","8.3","","57.4","","0.0","","57.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-09","1944","09","19.8","","10.1","","15.0","","26.1","","0.0","","132.1","","0.0","","132.1","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-10","1944","10","10.4","","2.8","","6.6","","21.1","","-5.6","","78.0","","0.0","","78.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-11","1944","11","5.3","","-1.6","","1.9","","17.2","","-9.4","","34.0","","18.0","","52.1","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1944-12","1944","12","-6.2","","-14.2","","-10.2","","3.3","","-28.3","","0.0","","71.9","","71.9","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-01","1945","01","-10.4","","-18.3","","-14.4","","2.2","","-31.7","S","28.7","","108.0","","136.7","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-02","1945","02","-4.6","","-13.0","","-8.8","","3.3","","-18.3","","9.9","","42.9","","52.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-03","1945","03","4.0","","-5.1","","-0.6","","15.0","S","-18.3","S","70.9","","33.3","","104.1","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-04","1945","04","12.5","","1.2","","6.9","","26.7","S","-6.1","S","95.5","","15.2","","110.7","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-05","1945","05","15.3","","4.9","","10.1","","27.2","","-1.7","","98.6","","0.0","T","98.6","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-06","1945","06","21.8","","9.7","","15.8","","32.8","","1.1","S","85.9","","0.0","","85.9","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-07","1945","07","25.6","","13.8","","19.7","","30.6","","7.8","","152.7","","0.0","","152.7","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-08","1945","08","23.8","","12.5","","18.2","","30.6","","5.0","","135.4","","0.0","","135.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-09","1945","09","18.7","","9.2","","14.0","","29.4","","-1.1","","206.5","","0.0","","206.5","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-10","1945","10","9.3","","1.5","","5.4","","19.4","","-5.0","","82.8","","4.8","","87.6","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-11","1945","11","2.6","","-4.0","","-0.7","","15.0","","-12.8","","36.1","","33.3","","69.3","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1945-12","1945","12","-5.8","","-13.4","","-9.6","","1.7","","-23.9","S","10.4","","93.0","","103.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-01","1946","01","-6.1","","-17.5","","-11.8","","7.2","","-35.0","","5.1","","120.1","","125.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-02","1946","02","-8.6","","-17.6","","-13.1","","3.9","","-29.4","","1.3","","51.3","","52.6","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-03","1946","03","4.6","","-4.7","","-0.1","","12.8","","-15.0","S","9.1","","25.4","","34.5","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-04","1946","04","6.8","","-1.4","","2.7","","16.7","","-12.2","","29.7","","48.0","","77.7","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-05","1946","05","15.7","","4.8","","10.3","","25.6","","-5.6","","79.0","","0.0","","79.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-06","1946","06","21.8","","9.6","","15.7","","31.1","S","0.0","","39.4","","0.0","","39.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-07","1946","07","23.9","","12.9","","18.4","","31.7","","4.4","","35.3","","0.0","","35.3","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-08","1946","08","22.7","","11.4","","17.1","","30.6","S","2.8","","63.8","","0.0","","63.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-09","1946","09","21.7","","8.6","","15.2","","28.9","","1.1","S","109.2","","0.0","","109.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-10","1946","10","14.4","","2.9","","8.7","","24.4","","-5.0","","59.9","","0.0","T","59.9","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-11","1946","11","2.8","","-3.9","","-0.6","","11.7","","-15.6","S","36.3","","68.8","","105.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1946-12","1946","12","-4.8","","-12.8","","-8.8","","8.3","","-28.3","","24.9","","132.3","","157.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1947-01","1947","01","-6.1","","-17.6","","-11.9","","5.0","","-28.3","S","35.1","","57.4","","92.5","","84","","","","",""
