"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-01","1953","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-02","1953","02","1.4","","-7.2","","-2.9","","10.0","S","-15.0","","145.5","","84.1","","229.6","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-03","1953","03","4.2","","-3.9","","0.2","","15.0","","-15.0","","147.8","","6.6","","154.4","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-04","1953","04","11.1","","1.8","","6.5","","17.2","","-1.7","S","103.1","","0.8","","103.9","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-05","1953","05","15.4","","4.1","","9.8","","25.6","","-2.2","","82.8","","0.0","T","82.8","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-06","1953","06","21.2","","8.9","","15.1","","29.4","","1.7","","73.2","","0.0","","73.2","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-07","1953","07","23.9","","12.4","","18.2","","27.8","","7.8","S","127.5","","0.0","","127.5","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-08","1953","08","23.1","","11.3","","17.2","","29.4","","5.6","S","128.8","","0.0","","128.8","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-09","1953","09","20.1","","8.9","","14.5","","30.0","","1.1","","93.5","","0.0","","93.5","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-10","1953","10","14.2","","4.4","","9.3","","22.8","","-2.8","S","154.9","","0.0","","154.9","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-11","1953","11","9.5","","1.8","","5.7","","18.3","","-6.7","","117.3","","0.8","","118.1","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1953-12","1953","12","5.8","","-3.8","","1.0","","15.0","","-16.1","","181.6","","29.0","","210.6","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-01","1954","01","-1.6","","-10.7","","-6.2","","8.3","S","-22.8","","184.9","","38.6","","223.5","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-02","1954","02","2.7","","-5.8","","-1.6","","11.1","","-23.9","","127.3","","55.1","","182.4","","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-03","1954","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-04","1954","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-05","1954","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-06","1954","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-07","1954","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-08","1954","08","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-09","1954","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-10","1954","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-11","1954","11","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1954-12","1954","12","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1955-01","1955","01","","","","","","","","","","","","","","","","","","","","","",""
