"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-01","1941","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-02","1941","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-03","1941","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-04","1941","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-05","1941","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-06","1941","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-07","1941","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-08","1941","08","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-09","1941","09","22.1","","9.4","","15.8","","28.3","S","0.6","","37.3","","0.0","","37.3","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-10","1941","10","12.4","","3.9","","8.2","","22.2","","-5.0","S","126.5","","0.0","T","126.5","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-11","1941","11","5.4","","-0.6","","2.4","","15.6","","-8.3","S","77.0","","6.6","","83.6","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1941-12","1941","12","-1.6","","-9.6","","-5.6","","16.1","","-25.0","","40.9","","38.1","","79.0","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-01","1942","01","-4.9","","-14.1","","-9.5","","6.7","","-25.6","","24.1","","51.3","","75.4","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-02","1942","02","-5.3","","-13.9","","-9.6","","5.0","","-27.8","","31.2","","74.4","","105.7","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-03","1942","03","4.0","","-2.7","","0.7","","8.3","","-7.8","","56.4","","56.4","","112.8","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-04","1942","04","12.3","","2.2","","7.3","","27.2","","-2.8","","52.8","","24.4","","77.2","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-05","1942","05","20.7","","10.1","","15.4","","28.3","","3.9","","60.2","","0.0","","60.2","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-06","1942","06","24.5","","13.8","","19.2","","32.8","S","6.1","","43.7","","0.0","","43.7","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-07","1942","07","26.1","","16.0","","21.1","","33.3","","8.9","","39.4","","0.0","","39.4","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-08","1942","08","24.8","","14.4","","19.6","","29.4","","4.4","","85.1","","0.0","","85.1","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-09","1942","09","20.8","","10.3","","15.6","","30.0","S","-1.7","","102.4","","0.0","","102.4","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-10","1942","10","14.9","","4.2","","9.6","","21.7","","-1.7","","78.2","","1.8","","80.0","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-11","1942","11","5.5","","-2.3","","1.6","","15.0","S","-11.1","","59.2","","22.4","","81.5","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1942-12","1942","12","-5.9","","-14.0","","-10.0","","2.2","","-32.2","","42.2","","104.1","","146.3","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1943-01","1943","01","-9.1","","-17.7","","-13.4","","2.2","","-27.2","S","7.1","","53.3","","60.5","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1943-02","1943","02","-2.5","","-12.9","","-7.7","","6.1","","-33.9","","23.6","","56.4","","80.0","","","","","","",""
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","1943-03","1943","03","-0.6","","-9.0","","-4.8","","8.9","","-28.3","","38.4","","51.3","","89.7","","","","","","",""
